boolean_relationship,relationship_info,pmid,chemical_name,disease_name,abstracts
False,efficacy ccb amlodipine arb valsartan lowering bp protecting cardiovascular events stroke across range hypertensive patient populations established many yearsnan,20626210,amlodipine,cardiovascular events,early initiation rational effective combination therapy consisting antihypertensive drugs two different complementary mechanisms actions increasingly becoming accepted clinical practice guidelines firstline approach control blood pressure bp prevent cardiovascular outcomes patients hypertension oncedaily combination therapy provides rapid control bp important preventing cardiovascular events similar improved tolerability compared component monotherapies improved adherence regimen simplification combination therapy calcium channel antagonist calcium channel blocker ccb inhibitor reninangiotensinaldosterone system raas rational approach achieve bp goals provide protection renal cardiovascular morbidity mortality number ccbraas inhibitor combinations including ccbangiotensinconverting enzyme ace inhibitor ccb angiotensin ii type receptor antagonist angiotensin receptor blocker arb combinations available fixeddose formulations substantial evidence bplowering efficacy ccbraas inhibitor combinations diverse patient populations use combination associated favourable tolerability fewer adverse metabolic effects combination therapies recent evidence large outcome trials supports use ccbraas inhibitor combinations reducing risk cardiovascular renal events particularly highrisk patients together evidence benefits ccbraas inhibitor combinations may extend beyond efficacy lowering bp terms protecting fatal nonfatal stroke myocardial infarction cardiovascularrelated deaths efficacy ccb amlodipine arb valsartan lowering bp protecting cardiovascular events stroke across range hypertensive patient populations established many years fixeddose amlodipinevalsartan combinations available many countries shown greater bp reductions better bp control respective monotherapies diverse patient populations together favourable tolerability profile oncedaily amlodipinevalsartan rational convenient treatment option effective management patients hypertension improving adherence antihypertensive medication protecting cardiovascular renal morbidity mortality
False,study designed screen antichlamydial activity natural flavonoids natural structurally similar synthetic compounds chlamydia pneumoniae human cell line hlnan,16414027,flavonoids,Chlamydia pneumoniae,chlamydial infections common worldwide chlamydial species tendency cause persistent infections associated several chronic diseases including blinding trachoma infertility coronary heart disease chd present efficient treatment eradication chronic chlamydial infections exists thus new antichlamydial compounds urgently needed study designed screen antichlamydial activity natural flavonoids natural structurally similar synthetic compounds chlamydia pneumoniae human cell line hl hl cells infected pneumoniae incubated studied compounds reduction number inclusions determined immunofluorescence staining vitro minimum inhibitory concentration also determined active compounds thirty seven percentage studied compounds total highly active pneumoniae studied compounds nontoxic host cells studied concentrations study revealed direct antichlamydial effect selected polyphenolic compounds pneumoniae vitro also demonstrated ability investigated compounds accumulate inside cells cell membranes cause inhibition even present prior infection
False,investigated vitro monokine responses patients longterm stable kidney graft function st patients non mycophenolate mofetil mmf mmf patients chronic renal transplant rejection cr patients nonmmfnan,12829918,mycophenolate mofetil,chronic renal transplant rejection,suggested increased monocyte responses might play role chronic allograft rejection
False,clinical indices correlated transient worse bestcorrected visual acuity including presence cataract foveal leakage fluorescein angiography increased central retinal thicknessnan,24336967,fluorescein,cataract,birdshot chorioretinopathy chronic intraocular inflammatory disease uniform method document longterm disease progression response treatment
False,due displaced cardiotoxic manifestation functional monitoring close connection anthracycline administration appears poorly effective method later monitoring essentialnan,12075737,anthracycline,cardiotoxic,increasing doses highly tumoricidal anthracycline drugs cause heart damage based empirical drug limitations patients develop congestive heart failure chf mortality within years digitalodiuretic therapy alone avoid chf consensus recommendation cardiac function monitored close connection anthracycline administration prospective studies larger series performed recommendations based retrospective data small numbers patients
False,acute confusion induced acetazolamide well known adverse drug reaction patients renal impairment nan,10692744,acetazolamide,renal impairment,acute confusion induced acetazolamide well known adverse drug reaction patients renal impairment report case acetazolamideinduced gerstmann syndrome patient normal renal function highlight predisposing factors frequently overlooked
False,twelve patients received ketotifen olopatadine  ats nan,16291412,olopatadine,ATS,topical antiallergic agents antihistamines mastcell stabilizers main therapeutic options seasonal allergic conjunctivitis sac ketotifen fumarate olopatadine hcl dual action offers combination mechanisms although clinical studies comparing efficacy drugs shown effective treatment sac results contradictory include effects drugs inflammatory markers
False,combined therapy effective dfo removing preventing liver spleen bone marrow iron accumulation beta-thalassemic patientsnan,20113293,iron,beta-thalassemic,used magnetic resonance imaging mri compare effect iron chelation liver spleen bone marrow examined beta-thalassemic patients undergoing deferoxamine dfo combined therapy dfo deferiprone two abdominal mri studies using twpdwtwgre twtse sequences changes serum ferritin df liver spleen marrow paraspinous muscles signal intensity ratios si twtse sequence calculated dndvaluest valuest value negative df positive dsi indicated reduction iron although  patients demonstrated reduction ferritin    patients decreased liver spleen marrow iron patients undergoing combined therapy showed significantly greater reduction students ttest
True,microtubule inhibitor mtibased chemotherapies used treatment breast cancerincluding vinca alkaloids taxanes epothilonesare known associated peripheral neuropathy nan,18567992,vinca alkaloids,peripheral neuropathy,microtubule inhibitor mtibased chemotherapies used treatment breast cancerincluding vinca alkaloids taxanes epothilonesare known associated peripheral neuropathy incidence severity neuropathy frequently sensory nature depend agent used absolute cumulative drug dose administration schedule presence comorbidities although firstgeneration vinca alkaloids vincristine associated severe mixed sensorymotor neuropathy deficits associated newer agents class eg vinflunine generally milder limited distal sensory signs symptoms among taxanes sensory neuropathy reported often administration paclitaxel albuminbound paclitaxel less frequently docetaxel epothilones new class mti may associated grade peripheral neuropathy however neuropathy associated ixabepilone novel epothilone analog generally mild moderate reversible baseline grade levels neuropathy induced mti therapy best managed dose adjustments andor treatment delay article provides overview incidence characteristics management mtiassociated neurotoxicities known vinca alkaloids taxanes well newer agents vinflunine ixabepilone
True,chart review potential features myocarditis pericarditis cardiomyopathy children adolescents treated clozapine nan,15319023,clozapine,pericarditis,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathy prompted case clozapinerelated pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine sample comprised total patients monitored regularly period ranging  months average observation period months patients assessed potential indicators myocarditis pericarditis cardiomyopathy patients least one several parameters potentially indicative pericarditis myocarditis cardiomyopathy abnormal least one instance observation period cases abnormalities discovered abnormalities found unspecific myocarditis pericarditis cardiomyopathy exception case prompted study none patients found developed disorder course treatment clozapine
False,suppression mitoxantrone cardiotoxicity multiple sclerosis patients dexrazoxane nan,16374818,dexrazoxane,cardiotoxicity,explore potential dexrazoxane suppress subclinical cardiotoxicity ms patients receiving mitoxantrone
False,oncedaily fixed dose combinations verapamil trandolapril black patients mild moderate hypertension new choice first line treatmentnan,9147707,verapamil,hypertension,using ambulatory blood pressure bp monitoring potent aceinhibitorcalcium channel blocker combination tested black patients age  years males females mild moderate hypertension mean hour daytime diastolic bp  mmhg  mmhg dose combination uptitrated stepwise verapamil mg plus trandolapril mg verapamil mg plus trandolapril mg finally hydrochlorothiazide mg added mean hour bp dropped   mmhg baseline   mmhg months treatment mmhg five patients finishing dose controlled patients dose ii patients dose iii patients received additional hydrochlorothiazide hour bp load fell  baseline   months
True,adverse reactions significantly linked active drugs include impaired glucose tolerance men women gout men associated bendrofluazide treatment raynauds phenomenon dyspnoea men women taking propranolol raynauds phenomenon given example adverse reaction linked drugs case propranolol,6115999,propranolol,Raynaud's phenomenon,participants medical research council treatment trial mild hypertension randomly allocated one four treatment groups bendrofluazide propranolol placebo either drugs trial singleblind  patientyears observation completed far  active drugs  placebos results show association bendrofluazide treatment impotence impotence also occurred frequently patients taking propranolol taking placebos adverse reactions significantly linked active drugs include impaired glucose tolerance men women gout men associated bendrofluazide treatment raynauds phenomenon dyspnoea men women taking propranolol corneal disease known occurred propranolol group mean serum potassium level fell urea uric acid levels rose men women taking bendrofluazide propranolol group serum potassium uric acid levels rose sexes urea level rose significantly women
True,loratadine cetirizine hydrochloride induced signs symptoms associated ocular dryness including increased corneal conjunctival staining decreased tfbut increased ocular discomfort healthy individualsnan,15562885,Loratadine,ocular dryness,systemic antihistamines loratadine cetrizine hydrochloride proven efficacious control many allergic conditions however patients complain drying effects
True,dizziness nausea nin unsteadiness also depended nicotine dosage nicotine blood concentration better predictor temporal dependence nystagmus nicotine dosagenan,17990061,nicotine,nausea,nicotine wellknown unpleasant side effects eg transient dizziness nausea nicotineinduced nystagmus nin investigate factors influencing effects addressed three questions intensity dizziness nausea nin unsteadiness dependent nicotine dosage intensity perceptual ocular motor vegetative effects postural imbalance correlate visual vestibular motion stimuli produce andor aggravate distressing dizziness nausea sixty healthy nonsmokers occasional smokers participated tested six times application nicotine nasal spray doses mg mg without motion stimulation received placebo nasal spray plasma nicotine concentrations significantly related nicotine dosage dizziness nausea nin unsteadiness also depended nicotine dosage
True,incidence rate abdominal pain procedure ethanol group nan,15040025,ethanol,abdominal pain,evaluate longterm effect ethanol embolization treatment hepatocellular carcinoma hcc severe hepatic arterioportal shunt aps compared gelfoam embolization
False,ethnicityrelated difference action pioglitazone non diabetic participants may one explanationnan,19277602,pioglitazone,diabetic,objective prevention programme study whether combining pioglitazone lifestyle modification would enhance efficacy lifestyle modification preventing type diabetes asian indians impaired glucose tolerance
False,prevalence atrial fibrillation alinidine patients lower atenolol patients  lower placebo patients nan,8124790,atenolol,atrial fibrillation,although early intravenous betablocker therapy acute myocardial infarction ami reduces incidence fatal arrhythmias patients treated thrombolytic agents antiarrhythmic effect thrombolysed patients remains controversial investigated prospectively arrhythmia incidence patients ami receiving alteplase doubleblind randomized adjunctive therapy intravenous atenolol alinidine placebo moreover characteristics prognostic significance early arrhythmias relation infarct size coronary patency evaluated
True,lamotrigine associated exacerbation de novo myoclonus idiopathic generalized epilepsiesnan,16157917,Lamotrigine,myoclonus,five patients idiopathic generalized epilepsies ige treated lamotrigine ltg experienced exacerbation de novo appearance myoclonic jerks mj three patients ltg exacerbated mj dosedependent manner early aggravation titration mj disappeared ltg dose decreased  two patients ltg exacerbated mj delayed severe manner myoclonic status ceased ltg withdrawal
True,finally authors discuss implications bioaccessibility pah induced toxicity cancers context risk assessmentnan,23898780,PAH,toxicity,bioaccessibility growing area research field risk assessment polycyclic aromatic hydrocarbons pahs ubiquitous environmental pollutants toxicants focus establish cancer risks humans orally ingested pahs also cause toxicity even affect pharmacokinetic behavior therapeutic agents toward end bioaccessibility used tool assess risk pahs via dietary exposures
True,investigated whether endothelial cells infected sinv differentially responsive bradykinin bk potent inducer inflammatory edema broad range infectious diseasesnan,22047990,bradykinin,inflammatory edema,sindbis virus sinv induces inflammatory vasoactive responses associated rash arthritis human infections mechanisms underlying infectionassociated microvasculopathy still unknown investigated whether endothelial cells infected sinv differentially responsive bradykinin bk potent inducer inflammatory edema broad range infectious diseases human endothelial cells hbmecs infected sinv presented upregulation bradykinin receptors bkr expression also bk reduced sinvinduced apoptosis enhanced virus replication hbmecs way dependent bkr pi kinase erk signaling strikingly intracerebral infection mice presence bkr antagonist reduced local viral load data suggest sinv infection renders human endothelial cells hypersensitive bk increases host cell survival viral replication ongoing studies may clarify deregulation kinin pathway contributes infectionassociated vasculopathies lifethreatening arbovirus infections
True,one twins developed complete heart block dilated cardiomyopathy related lopinavir/ritonavir therapy boosted proteaseinhibitor agent twin developed mild bradycardia second twin developed bradycardia result lopinavirritonavir,19820426,lopinavir/ritonavir,bradycardia,report twin neonates born prematurely weeks gestation mother human immunodeficiency virus infection one twins developed complete heart block dilated cardiomyopathy related lopinavir/ritonavir therapy boosted proteaseinhibitor agent twin developed mild bradycardia recommend caution use lopinavir/ritonavir immediate neonatal period
True,accelerated nodulosis occurred exclusively treatment mtx double blind studynan,1404122,MTX,Accelerated nodulosis,obtain information occurrence accelerated nodulosis methotrexate mtx rheumatoid arthritis ra localization size presence heart lungs nodules predisposing factors relationship extraarticular manifestations eam histological features
True,usually low dose asa related ulcers reasonably small asymptomatic probably heal period weeks monthsnan,22542152,ASA,ulcers,low dose aspirin asa use associated wide range adverse side effects upper gastrointestinal gi tract range troublesome symptoms without mucosal lesions serious toxicity including ulcers gi bleeding perforation even death upper gi symptoms low dose asa users common often careless misinterpreted always related presence mucosal injury usually low dose asa related ulcers reasonably small asymptomatic probably heal period weeks months real clinical problem occurs ulcer results gi complication mostly bleeding estimated average excess risk symptomatic complicated ulcer related low dose asa five cases per asa users per year death worst outcome gi complications low dose asa users data aspect scarce current evidence indicates low dose asa damage lower gi tract also real size problem still unknown
False,clinical point view delta thc produces therapeutic benefits beyond reasonable doubtnan,15302527,Delta(9)-THC,THC,review analyses therapeutic usefulness deltatetrahydrocannabinol potential induce adverse reactions humans last years enormous amount research carried resulting disclosure cannabinoid system central nervous system cb cb receptors agonist anandamide clinical point view delta(9)-thc produces therapeutic benefits beyond reasonable doubt thus effects nauseaemesis due cancer chemotherapy appetite promoter painful conditions symptoms multiple sclerosis clearly demonstrated delta(9)-thc devoid ill effects cognitive domain impairs human capacity discriminate time intervals space distances vigilance memory performance mental work psychic area delta(9)-thc may induce unpleasant reactions disconnected thoughts panic reactions disturbing changes perception delusions hallucinatory experiences however long term effects psyche cognition known reports prolonged use deltathc actually proposed delta(9)-thc rescheduled schedule iv united nations convention psychotropic drugs constitute substantial risk public health abuse rare
True,therapeutic review ascorbic acid value chromium poisoning chromium dermatitisnan,10382555,chromium,poisoning,repeated topical exposure chromium(vi) may cause allergic contact dermatitis formation chrome ulcers systemic toxicity may occur following ingestion chromium(vi) salt chromiumviinduced skin burns inhalation chromium(vi) occurring occupationally soluble chromium(vi) salts usually absorbed easily cross cell membranes readily trivalent chromium salts therefore chromium(vi) toxic chromiumiii experimental studies endogenous ascorbic acid rat lung liver kidney human plasma effectively reduces chromium(vi) chromiumiii administration exogenous ascorbic acid advocated therefore treatment systemic chromium poisoning chromium dermatitis enhance extracellular reduction chromium(vi) less bioavailable chromiumiii
False,study examined possible interactions synthetic vitamin analogue cb1093 two known mediators apoptosis tnfalpha ceramide mcf td hst breast cancer cellsnan,11165041,CB1093,breast cancer,mechanisms vitamin analogues promote apoptosis tumour cells unclear study examined possible interactions synthetic vitamin analogue cb1093 two known mediators apoptosis tnfalpha ceramide mcf td hst breast cancer cells studies indicated cytosolic phospholipase cpla involved cb1093 well tnfalphamediated cell death cb1093 promoted tnfalpha ceramideinduced cpla activation inversely related loss cell viability mcf hst cells tnfalpha alone ngml failed induce cytotoxicity activation cpla td cells however pretreatment cells cb1093 potentiated cceramideinduced cpla activation cell death treatment cb1093 alone induced loss cell viability dna fragmentation three cell lines days effects accompanied activation cpla furthermore cotreatment cpla inhibitor aacocf led partial protection loss cell viability induced cb1093 hst td cells well mcf cells broadspectrum caspase inhibitor zvadfmk prevented tnfalpha cceramide cbmediated release arachidonic acid cell death mcf cells results indicate cb1093 potentiates responsiveness breast cancer cells tnfalpha suggest ceramide andor cpla might involved downstream effectors vitamin dmediated caspaseindependent cell death
True,thus continuing search strategies minimize csa toxicity maintain adequate immunosuppressionnan,15041316,CsA,toxicity,introduction cyclosporine csa clinical practice resulted dramatic reduction incidence severity acute rejection result shortterm mediumterm kidney allograft survival increased greatly however longterm patient graft survival improved similar degree partly attributed side effects csa partly fact use csa led reduced incidence chronic allograft nephropathy thus continuing search strategies minimize csa toxicity maintain adequate immunosuppression resulted development csa microemulsion formulation improved methods therapeutic drug monitoring introduction newer immunosuppressive drugs early csa withdrawal csafree immunosuppressive therapy become feasible however csa weaning complete avoidance associated slightly higher risk acute rejection longterm efficacy safety strategies remain established therefore expected near future csa remain part standard immunosuppressive regimen many transplant centers
True,use hemoclips plus epinephrine  ci  active bleeding endoscopy  ci  independent predictive factors early recurrent bleeding nan,19485979,epinephrine,bleeding,malloryweiss syndrome mws active bleeding endoscopy may require endoscopic haemostasis modalities welldefined
False,role antimicrobial therapy treatment uncomplicated skin soft tissue infections communityacquired methicillin resistant staphylococcus aureus childrennan,19949756,methicillin,tissue infections,communityacquired methicillinresistant staphylococcus aureus camrsa infections skin soft tissues increasing children taiwan study investigated outcomes therapy without appropriate antibiotics among children camrsa skin soft tissue infections sstis analyzed outcomes management among children pantonvalentine leukocidin pvlpositive strains pvlnegative strains
False,addition low toxicity gossypol thioderivatives reversed nitric oxide donors physiological medianan,12670651,nitric oxide,toxicity,new dithiane dithiolane derivatives gossypol gossypolone synthesized dithiolethane dithiolpropane presence bfeto thioderivatives exhibited low toxicity kb cells human epidermoid carcinoma cells mouth react easily electrophiles aprotic solvents regenerate gossypolone form dehydrogossypoldithianes dehydrogossypoldithiolanes display higher toxicity kb cells addition low toxicity gossypol thioderivatives reversed nitric oxide donors physiological media experiments suggest gossypol gossypolone dithianes dithiolanes used prodrugs target tumor cells surrounded high concentrations nitric oxide
False,results support major role free radical generation adr toxicity well suggesting mitochondria critical site cardiac injury nan,8787689,ADR,cardiac injury,adriamycin adr potent anticancer drug known cause severe cardiac toxicity although adr generates free radicals role free radicals development cardiac toxicity intracellular target adrinduced cardiac toxicity still well understood produced three transgenic mice lines expressing increased levels human manganese superoxide dismutase mnsod mitochondrial enzyme animal model investigate role adrmediated free radical generation mitochondria human mnsod expressed functionally active properly transported mitochondria heart transgenic mice levels copperzinc sod catalase glutathione peroxidase change transgenic mice electron microscopy revealed dosedependent ultrastructural alterations marked mitochondrial damage nontransgenic mice treated adr transgenic littermates biochemical analysis indicated levels serum creatine kinase lactate dehydrogenase adrtreated mice significantly greater nontransgenic transgenic littermates expressing high level human mnsod adr treatment results support major role free radical generation adr toxicity well suggesting mitochondria critical site cardiac injury
False,influence uv irradiation vitamin metabolism children chronic renal diseases nan,8175280,vitamin D,chronic renal diseases,aim study find whether improvement vitamin metabolism metabolites decrease parathormones reached diet uv irradiation fortyeight children kidney insufficiency divided four groups group diet according bergstrm eaa cetoanalogue supplementation plus uv therapy group diet plus eaa cetoanalogue supplementation without uv therapy group without diet supplementation eaa ceto uv therapy group without diet without uv therapy average levels kidney insufficiency children stage manifest kidney insufficiency significantly different result became obvious children exposed uv irradiation without diet better posttreatment values children kidney insufficiency reacted uv therapy plus diet best one obtain results also oral vitamin therapy although point danger calcinosis stone formation author could frequently demonstrate never uv treatment
False,methotrexate mtx sulfasalazine ssz cyclosporine csa widely used dmards treatment psa safe effective patients active peripheral arthritis although appear effective axial manifestationsnan,12463452,CsA/cyclosporine,arthritis,erosive deforming arthritis present patients psoriatic arthritis psa early aggressive treatment diseasemodifying antirheumatic drugs dmards may effective controlling progression disease rheumatoid arthritis ra methotrexate mtx sulfasalazine ssz cyclosporine csa widely used dmards treatment psa safe effective patients active peripheral arthritis although appear effective axial manifestations controlled study evaluated efficacy drugs progression radiological damage recently demonstrated leflunomide antitumor necrosis factor tnf agents effective psa psoriasis symptomatic improvement important sustained side effects minimal particular inhibitors tnf appear excellent potential treat psa agents able slow joint damage rheumatoid arthritis effective spinal symptoms ankylosing spondylitis hopefully findings prove true psa well
True,possibility habitual use acetaminophen alone increases risk esrd clearly demonstrated cannot dismissedsentence says known whether acetaminophen causes esrd also impossible therefore know whether acetaminophen causes esrd therefore answer sentence say acetaminophen contributes causes esrd,8669433,acetaminophen,ESRD,six epidemiologic studies united states europe indicate habitual use phenacetin associated development chronic renal failure endstage renal disease esrd relative risk range  result studies phenacetin withdrawn market countries however three case control studies one north carolina northern maryland west berlin germany showed habitual use acetaminophen also associated chronic renal failure esrd relative risk range  studies suggest phenacetin acetaminophen may contribute burden esrd risk latter somewhat less former apparent difference risk may due differences nephrotoxic potential drugs lower relative risk would expected acetaminophen risk drugs combination analgesics higher risk either agent alone thus acetaminophen used single agent combination analgesics whereas phenacetin available combinations possibility habitual use acetaminophen alone increases risk esrd clearly demonstrated cannot dismissed
True,results nontoxic doses dexrazoxane reduced myelosuppression weight loss daunorubicin etoposide mice antagonized antiproliferative effects colony assay however dexrazoxane neither reduced myelosuppression weight loss vitro cytotoxicity doxorubicinnan,15897593,daunorubicin,weight loss,anthracyclines daunorubicin doxorubicin epipodophyllotoxin etoposide potent dna cleavageenhancing drugs widely used clinical oncology however myelosuppression cardiac toxicity limit use dexrazoxane icrf recommended protection anthracyclineinduced cardiotoxicity
False,randomized comparative evaluation teicoplanin plus aztreonam versus gentamicin plus piperacillin leukaemic patients clinical diagnosis septicaemia undertakennan,2149049,piperacillin,septicaemia,infections due grampositive bacteria especially coagulasenegative staphylococci increasing immunocompromised patients last years increased use hickman catheters oral gut decontamination quinolones teicoplanin new glycopeptide antibiotic long plasma halflife allows onceaday bolus administration making user friendly agent randomized comparative evaluation teicoplanin plus aztreonam versus gentamicin plus piperacillin leukaemic patients clinical diagnosis septicaemia undertaken objectives study evaluate efficacy safety teicoplanin aztreonam comparison standard antibiotic regimen assess local systemic tolerance drugs results study patients date presented role antigrampositive antibiotics management severe sepsis immunocompromised patients discussed
False,vascular dysfunction acute inflammation measured fmd pwa salbutamol nan,17084260,salbutamol,Vascular dysfunction,purpose study compare noninvasive techniques assessment endothelial function adults children evaluate utility acute inflammation
True,effect variation hepatic artery anatomy tumour response regional floxuridine fudr studiednan,7648164,floxuridine,tumour,regional hepatic artery infusion colorectal liver metastases produces highest reported treatment response effect variation hepatic artery anatomy tumour response regional floxuridine fudr studied aberrant hepatic arterial anatomy occurred  patients per cent underwent cannulation hepatic artery infusion fudr colorectal liver metastases nondominant hepatic artery ligated dominant artery cannulated aberrant anatomy despite evidence collateral circulation nondominant area liver patients significant reduction median tumour volume treatment treatment ml treatment ml contrast significant
False,hemorrhagic-shock model rats pretreated bifidobacteria showed decreases total aerobes cecum magnitude total aerobes bt levels plasma endotoxin percentage ileal villous damage compared rats treated phosphate buffered salinenan,17706400,phosphate,hemorrhagic-shock,aim present study determine effects peroral encapsulated bifidobacteria intestinal microflora bacterial translocation bt plasma endotoxin ileal villi injury rat model hemorrhagic shock
False,effects calciumentry blocker nicardipine intrarenal hemodynamics studied essential hypertension nan,1986570,nicardipine,hypertension,effects calciumentry blocker nicardipine intrarenal hemodynamics studied essential hypertension week study performed eight patients essential hypertension given regular sodium diet first third weeks sodiumrestricted diet second fourth weeks nicardipine mgd administered third fourth weeks urinary sodium excretion rate unav plotted yaxis mean arterial pressure map xaxis administration nicardipine assuming difference map xintercept renal function curve represents effective filtration pressure across glomerular capillaries intrarenal hemodynamics afferent arteriolar resistance ra efferent arteriolar resistances glomerular pressure pg gross filtration coefficient kfg calculated although map regular salt diet lowered    mm hg nicardipine neither renal blood flow rate rbf  mlmin glomerular filtration rate gfr  mlmin altered ra estimated reduced    dynescm less changes noted  dynescm pg  mm hg kfg  mlsmm hg essential hypertension characterized prominent increase ra resulting maintenance normal pg caentry blocker worked normalize intrarenal hemodynamics essential hypertension dilating afferent arterioles aloneabstract truncated words
True,gastrointestinal lesions complications lowdose aspirin gastrointestinal tractnan,22542152,aspirin,Gastrointestinal lesions,low dose aspirin asa use associated wide range adverse side effects upper gastrointestinal gi tract range troublesome symptoms without mucosal lesions serious toxicity including ulcers gi bleeding perforation even death upper gi symptoms low dose asa users common often careless misinterpreted always related presence mucosal injury usually low dose asa related ulcers reasonably small asymptomatic probably heal period weeks months real clinical problem occurs ulcer results gi complication mostly bleeding estimated average excess risk symptomatic complicated ulcer related low dose asa five cases per asa users per year death worst outcome gi complications low dose asa users data aspect scarce current evidence indicates low dose asa damage lower gi tract also real size problem still unknown
False,treatment cystic fibrosis associated cutaneous vasculitis chloroquine nan,20863769,chloroquine,cystic fibrosis,vasculitis well recognised complication cystic fibrosis corticosteroids mainstay treatment cases resistant may require additional disease modifying agents describe case steroid resistant cutaneous vasculitis successfully treated chloroquine addition corticosteroids subsequent relapse chloroquine alone
False,compare mangafodipirenhanced magnetic resonance mr superparamagnetic iron oxide spioenhanced images ability detect characterize focal hepatic lesions nan,15390224,iron oxide,hepatic lesions,compare mangafodipirenhanced magnetic resonance mr superparamagnetic iron oxide spioenhanced images ability detect characterize focal hepatic lesions
False,beside milder neutropenia observed giving lipofufol animals transient partial dpd-deficiency compared standard 5-fu nan,23386105,5-FU,DPD-deficiency,drug resistance severe toxicities limitations handling fu developed triple liposomal formulation 5-fu combined deoxyinosine folinic acid improve efficacytoxicity balance
False,clonidine sexually abused pmdd women exhibited greater decreases resting stressinduced hr pmdd women exhibited greater reductions plasma ne concentration  greater increases betaar responsivity pmdd womennan,15925031,clonidine,PMDD,women meeting strict criteria premenstrual dysphoric disorder pmdd examined whether clonidine alphaadrenergic receptor ar agonist would different effects sexually abused versus nonabused pmdd women measures autonomic nervous system function twelve women meeting prospective dsmiv criteria pmdd five history sexual abuse participated randomized placebocontrolled doubleblind crossover design study comparing months oral clonidine mgday months active placebo luteal phase preceded randomization following twomonth challenge women tested cardiovascular measures rest response mental stress resting plasma norepinephrine ne concentrations well beta betaar responsivity using isoproterenol sensitivity test results revealed comparison placebo clonidine significantly reduced plasma norepinephrine concentrations increased beta betaar responsivity reduced resting stress heart rate hr blood pressure bp
False,conducted phase iii randomized study two adjuvant treatment schedules doxorubicin cyclophosphamide  earlystage breast cancer determine administration sequential single agents results superior diseasefree survival dfs overall survival os versus total dose given combination acnan,17308269,C/cyclophosphamide,breast cancer,conducted phase iii randomized study two adjuvant treatment schedules doxorubicin cyclophosphamide earlystage breast cancer determine administration sequential single agents results superior diseasefree survival dfs overall survival os versus total dose given combination ac
False,demonstrate molecular mechanism inhibitory action apigenin androgen refractory human prostate carcinoma du cells mutations tumor suppressor gene prbnan,14750216,androgen,tumor,development effective agents treatment hormonerefractory prostate cancer become national medical priority reported recently apigenin trihydroxyflavone found many common fruits vegetables shown remarkable effects inhibiting cell growth inducing apoptosis many human prostate carcinoma cells demonstrate molecular mechanism inhibitory action apigenin androgenrefractory human prostate carcinoma du cells mutations tumor suppressor gene prb treatment cells apigenin resulted dose timedependent inhibition growth colony formation phase arrest cell cycle effect associated marked decrease protein expression cyclin activating partner cyclindependent kinase cdk  concomitant upregulation wafp kipp inkap inkcp induction wafp growth inhibitory effects apigenin appears independent prb status cells apigenin treatment also resulted alteration baxbcl ratio favor apoptosis associated release cytochrome induction apoptotic proteaseactivating factor apaf effect found result significant increase cleaved fragments caspase polyadpribose polymerase parp apigenin treatment resulted downmodulation constitutive expression nuclear factorkappab nfkappabp nfkappabp nuclear fraction correlated increase expression ikappabalpha ikappabalpha cytosol taken together concluded molecular mechanisms apigeninmediated growth inhibition induction apoptosis du cells due modulation cellcycle machinery disruption mitochondrial function nfkappab inhibition
True,coinjection melanoma cells 12(s)-hete increased lung homing activity bf melanoma cellsnan,23664097,12(S)-HETE,melanoma,lipoxygenase lox nonhaeme ironcontaining dioxygenase forms shydroxyeicosatetraenoic acid shete shete several biological mediators including cytokines growth factors lipid metabolites released tumour cellendothelial cell adhesion associated malignant tumour progression found hetes released host organ played critical role tumour metastasis intravenous injection bf melanoma cells caused lung nodule formation markedly attenuated lox null mice coinjection melanoma cells 12(s)-hete increased lung homing activity bf melanoma cells vitro studies showed 12(s)-hete shete treatment resulted concentrationdependent increase adhesion bf cells collagen fibronectin melanoma cell adhesion evaluated pulmonary primary cell culture isolated wildtype wt lox knockout ko mice found adhesion melanoma cells epithelial cells isolated lox null mice reduced comparison isolated wt mice treatment 12(s)-hete increased pfak melanoma cells adhering collagencoated slide enhancement adherence elicited 12(s)-hete bf cells could antagonised focal adhesion kinase fak inhibitor fak inhibitor pd extracellular signalregulated kinase erk inhibitor 12(s)-hete increased phosphorylation fak erk adhering melanoma cells fak phosphorylation induced 12(s)-hete inhibited pd indicating fak downstream target erk adhesion lung metastasis human melanoma cells nodscid mice also potentiated cotreatment shete results demonstrate sheteshete activates erk fak signalling pathways thereby upregulates adhesion metastatic potential melanoma cells endogenous release sheteshete host organ may affect metastatic potential melanoma
