boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,results nontoxic doses dexrazoxane reduced myelosuppression weight loss daunorubicin etoposide mice antagonized antiproliferative effects colony assay however dexrazoxane neither reduced myelosuppression weight loss vitro cytotoxicity doxorubicinnan,15897593,daunorubicin,weight loss
False,randomized comparative evaluation teicoplanin plus aztreonam versus gentamicin plus piperacillin leukaemic patients clinical diagnosis septicaemia undertakennan,2149049,piperacillin,septicaemia
False,vascular dysfunction acute inflammation measured fmd pwa salbutamol nan,17084260,salbutamol,Vascular dysfunction
True,effect variation hepatic artery anatomy tumour response regional floxuridine fudr studiednan,7648164,floxuridine,tumour
False,hemorrhagic-shock model rats pretreated bifidobacteria showed decreases total aerobes cecum magnitude total aerobes bt levels plasma endotoxin percentage ileal villous damage compared rats treated phosphate buffered salinenan,17706400,phosphate,hemorrhagic-shock
False,effects calciumentry blocker nicardipine intrarenal hemodynamics studied essential hypertension nan,1986570,nicardipine,hypertension
True,gastrointestinal lesions complications lowdose aspirin gastrointestinal tractnan,22542152,aspirin,Gastrointestinal lesions
False,treatment cystic fibrosis associated cutaneous vasculitis chloroquine nan,20863769,chloroquine,cystic fibrosis
False,compare mangafodipirenhanced magnetic resonance mr superparamagnetic iron oxide spioenhanced images ability detect characterize focal hepatic lesions nan,15390224,iron oxide,hepatic lesions
False,beside milder neutropenia observed giving lipofufol animals transient partial dpd-deficiency compared standard 5-fu nan,23386105,5-FU,DPD-deficiency
False,clonidine sexually abused pmdd women exhibited greater decreases resting stressinduced hr pmdd women exhibited greater reductions plasma ne concentration  greater increases betaar responsivity pmdd womennan,15925031,clonidine,PMDD
False,conducted phase iii randomized study two adjuvant treatment schedules doxorubicin cyclophosphamide  earlystage breast cancer determine administration sequential single agents results superior diseasefree survival dfs overall survival os versus total dose given combination acnan,17308269,C/cyclophosphamide,breast cancer
False,demonstrate molecular mechanism inhibitory action apigenin androgen refractory human prostate carcinoma du cells mutations tumor suppressor gene prbnan,14750216,androgen,tumor
True,coinjection melanoma cells 12(s)-hete increased lung homing activity bf melanoma cellsnan,23664097,12(S)-HETE,melanoma
False,graftversushost disease prophylaxis comprised continuous infusion calcineurin inhibitor without mycophenolate mofetil nan,19709082,mycophenolate mofetil,Graft-versus-host disease
False,accelerated nodulosis mtx ra rare occurs despite good clinical response polyarthritisnan,1404122,MTX,RA
False,increased dosing requirements 6-mercaptopurine azathioprine inflammatory bowel disease patients six years youngernan,18266236,azathioprine,inflammatory bowel disease
True,although increased report effects diet containing tfas risk factor metabolic syndrome diabetes mellitus coronary heart disease observed recent years influence intestinal inflammation remains unknownnan,24251700,TFAs,metabolic syndrome
False,xbp mrna splicing expression endoplasmic reticulum stress response genes determined cells exposed thapsigargin presence absence quinotrierixin nan,23335849,quinotrierixin,endoplasmic reticulum
False,results suggest nsc606985 combination cddp present therapeutic potential ovarian cancer deserve preclinical clinical studiesnan,19339107,NSC606985,ovarian cancer
False,antiplatelet therapy aspirin prevalent among patients presenting operative treatment pancreatic disorders nan,23890963,aspirin,pancreatic disorders
True,headache symptoms patients receiving cyclosporine andor tacrolimus organ transplantation retrospectively assessednan,15836594,tacrolimus,Headache
False,clarify pathogenesis underlying alterations six obese patients males females age yrs bmi   unrestricted diet studied effect day ghrh pretreatment microgramskg iv day acute somatotropic response neurohormone administered alone combined arginine arg gkg iv infused  min likely inhibits release hypothalamic somatostatin nan,8344645,somatostatin,hypothalamic
False,proteomic analysis showed therapy downregulation enzymes involved amino acid metabolism glycolysisgluconeogenesis alcohol catabolism takes place latter probably due cessation alcohol abuse nan,23529134,amino acid,alcohol abuse
True,patient rheumatoid arthritis developed lifethreatening pancytopenia resulting low dose oral methotrexate mtx toxicity potentiated probenecidnan,2066953,methotrexate/MTX,pancytopenia
True,epothilones new class mti may associated grade peripheral neuropathy however neuropathy associated ixabepilone novel epothilone analog generally mild moderate reversible baseline grade levelsnan,18567992,Epothilones,peripheral neuropathy
True,steroids hydroxy group alphaposition alpha betaconfigurations highly effective protecting pilocarpine mgkg scinduced limbic motor seizures status epilepticus ed values mgkg ipnan,9121607,pilocarpine,seizures
False,caffeine affect velocity middle cerebral artery hyperventilation hypoventilation thinking transcranial doppler studynan,10666980,Caffeine,hypoventilation
False,hypothesized measuring ntprobnp could improve diagnostic evaluation pa enrolled hypertensive patients underwent aldosterone renin ratio arr screening underwent intravenous saline loading test ivslt high arrnan,23943252,aldosterone,hypertensive
False,study designed assess activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab dapochr elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma dlbcl nan,20960528,vincristine,diffuse large B-cell non-Hodgkin lymphoma/DLBCL
False,spironolactone novel drug prevention amphotericin related hypokalemia cancer patientsnan,11868798,amphotericin B,hypokalemia
True,determining patient preferences improved chemotoxicity treatment advanced bladder cancer conventional treatment advanced bladder cancer methotrexate vinblastine doxorubicin plus cisplatin mvac median survival year significant toxicity nan,15842461,vinblastine,toxicity
False,lithium divalproex sodium carbamazepine lamotrigine atypical antipsychotics antidepressants found beneficial treatment elderly patients bipolar disorder nan,17296540,lamotrigine,bipolar disorder
True,use mdma quantities may considered moderate associated impaired memory functioning heavy use mdma use may lead long lasting memory impairments nan,16574713,MDMA,impaired memory functioning/memory impairments
False,analyzed progression death cause aids death aids death comparing efavirenz efv nevirapine nvp nelfinavir idinavir ritonavir rtv rtvboosted protease inhibitors pis saquinavir abacavirnan,16897660,EFV/efavirenz,AIDS
False,randomized controlled doseranging trial sertindole patients schizophrenia nan,8935813,sertindole,schizophrenia
False,explicit clinical imaging features case highlights need early recognition pres clinical course bortezomib therapynan,25130124,bortezomib,PRES
True,mitomycin associated hemolytic uremic syndrome nan,3108839,Mitomycin C,hemolytic uremic syndrome
False,comparative study efficacy coumadin aspirin primary cardioembolic stroke prevention chronic rheumatic heart disease mitral stenosis atrial fibrillation conducted siriraj hospital mahidol university bangkok thailandnan,7798824,aspirin,cardioembolic stroke
False,monolayers human ileocecal adenocarcinoma cells hct infected sporozoites excysted directly cells incubated monensin halofuginone bromide hexadecylphosphocholine post infection pinan,19342176,monensin,infection
False,highdose statin therapy atorvastatin significantly reduced incidence pad compared usualdose statin therapy simvastatinnan,25595417,atorvastatin,PAD
True,evaluate amikacin associated nephrotoxicity adult hematologyoncology population prospective randomized openlabel trial conducted universityaffiliated medical centernan,18356633,amikacin,nephrotoxicity
True,blood mn level associated increased risk hypertension representative sample korean adult populationnan,21601843,Mn,hypertension
True,human platelets vitro daltroban nm microm  per group concentrationdependently induced shape change attaining microm maximum amplitude  mv representing  evoked u-46619  mv microm  inhibited u-46619 induced platelet aggregation ic nmnan,7647979,U-46619,platelet aggregation
False,review assesses two widely used intranasal treatments nasal congestion rhinorrhea common cold xylometazoline hydrochloride ipratropium bromidenan,19351236,xylometazoline hydrochloride,rhinorrhea
True,methadone hydrochloride may increase risk lethal respiratory depression related accidental overdose lifethreatening ventricular arrhythmias nan,25599329,Methadone hydrochloride,ventricular arrhythmias
False,study clinical profile multiple myeloma effect thalidomide based treatment outcome indian scenario aims objective studynan,23469567,thalidomide,multiple myeloma
True,patients predominantly older females normal heart ecg syncope associated spontaneous avb unknown origin reproduced atp testnan,24128810,ATP,AVB
False,indoxyl sulfate progression renal failure effects lowprotein diet oral sorbent indoxyl sulfate production uremic rats undialyzed uremic patientsnan,9387112,Indoxyl sulfate,renal failure
True,increase blood pressure accompanied atrial fibrillation agitation incomprehensible shouts loss consciousness observed elderly asa classification group ii cardiovascularly medicated male min performance axillary block mepivacaine mg containing adrenaline mg correction dupuytrens contracturegiving mepivacaine adrenaline together caused male patient experience atrial fibrillation,9698967,adrenaline,atrial fibrillation
False,chronic cbz also decreased incidence seizure related mortality cocaineinjected ratsnan,2790457,CBZ,seizure
True,investigate factors influencing effects addressed three questions intensity dizziness nausea nin unsteadiness dependent nicotine dosagenan,17990061,nicotine,unsteadiness
False,taxine taxine toxic alkaloids taxus block cardiac sodium calcium channels causing nausea vomiting abdominal pain cardiac arrhythmias respiratory distress coma seizures death yew poisoningnan,20528617,calcium,seizures
False,present study investigates therapeutic value single use capecitabine solid tumour tissues vitro using breast cancer cell lines referencenantheraputic key word,17904787,capecitabine,tumour/breast cancer
True,cognitive physical impairments confusion abnormal coordination occur transdermal fentanyl nan,14583070,fentanyl,physical impairments
False,opioid rotation morphine fentanyl delirious cancer patients openlabel trialnan,16043013,fentanyl,delirious cancer
False,effects three nonmyelotoxic cancer drugs growth neuroblastoma cells investigated vitro vivo dihydroxyphenylalanine l-dopa drug selective toxicity melanoma cells dlbuthionine sulphoximine bso drug radiosensitizing effects tamoxifen drug used treatment human mammary carcinomanan,1653780,L-dopa,melanoma
True,quetiapine appears increased risk sedation bodyweight gain albeit less olanzapinenan,11772153,Quetiapine,bodyweight gain
False,compared efv adjusted hazard ratio hr aids death  confidence interval ci nvp  ci rtv  ci rtv boosted pisnan,16897660,RTV,death
True,report case chronic progressive granulomatous pneumonitis response subcutaneous silicone injections transgender maletofemale patient infected human immunodeficiency virus hivnan,22288970,silicone,granulomatous pneumonitis
True,polychlorinated biphenyls pcbs persistent environmental toxicants present ofus adults dosedependently associated obesity nonalcoholic fatty liver disease nafldnan,24812009,Polychlorinated biphenyls/PCBs,obesity
True,nightmares hallucinations longterm intake tramadol combined antidepressantsnan,8766220,tramadol,hallucinations
False,multivariate analysis including baseline variables measured three months epoprostenol history rightsided heart failure persistence nyha functional class iii iv three months absence fall total pulmonary resistance  relative baseline associated poor survivalnan,12204511,epoprostenol,right-sided heart failure
False,examine association alcohol risk prostate cancerbenign prostatic hyperplasia bph population wide range alcohol consumption using hospitalbased casecontrol studynan,15491708,alcohol,BPH/cancer/benign prostatic hyperplasia
False,patient required steroids repeated courses cyclophosphamide management lupus nephritis ursodeoxycholic acid ursolite administration resulted amelioration cholestatic laboratory abnormalitiesnan,12028402,steroids,lupus nephritis
True,baseline fev lower lung function treatment clinical factors indicating poor prognosis aspirin exacerbated respiratory disease nan,24624912,aspirin,respiratory disease
False,activetreatment groups improvements clinical scores tearing itching pronounced compared ats group although day difference tearing score olopatadine ats groups statistically significantnan,16291412,olopatadine,ATS
True,report patient hypersensitivity carbamazepine presented generalized erythroderma severe leukemoid reaction eosinophilia hyponatremia renal failure carbamazepine caused many diseases patientpatient hypersensitivity,2522601,carbamazepine,renal failure
True,although recent studies suggest opioid rotation could effective treatment strategy morphine induced delirium prospective studies investigate treatment effects opioid rotation using fentanylnan,16043013,morphine,delirium
True,confirms presence significant negative interactions oestrogen use obesity possibly oc wellnan,8398274,oestrogen,obesity
True,conclusions march  first reported case amisulpride tiaprideinduced hypertensive crisis patient pheochromocytomasentence talks first case amisulpride induced hypertensive crisis,15811908,amisulpride,hypertensive
True,clozapine uniquely effective refractory schizophrenia treatment attrition highnan,17685738,Clozapine,attrition
False,studies evaluated role nac cocaine dependence three studies cannabis dependence two studies nicotine dependence two studies methamphetamine addiction one study pathological gambling one studynan,24676047,nicotine,pathological gambling
True,report venlafaxine maoi interaction resulted serotonin syndrome yold male taking tranylcypromine depressionnan,8888541,venlafaxine,serotonin syndrome
False,vitro pentoxifylline ptx inhibits monocyte production tf response endotoxin well endothelial cell production tf response tumor necrosis factoralpha tnfalphanan,8699848,pentoxifylline/PTX,necrosis
False,comparative study efficacy coumadin aspirin primary cardioembolic stroke prevention chronic rheumatic heart disease mitral stenosis atrial fibrillation conducted siriraj hospital mahidol university bangkok thailandnan,7798824,coumadin,mitral stenosis
False,effect structural modifications ether lipids antiproliferative activity studied four human glioma cell linesnan,8517654,ether,glioma
False,pharmacokinetics clinical activity epirubicin investigated patients hepatocellular carcinoma hcc received epirubicin mgm drug given intravenously patients via hepatic artery patients also underwent embolisationnan,8070007,epirubicin,HCC/hepatocellular carcinoma
True,cordycepin induces apoptosis human neuroblastoma sknbec melanoma skmel cellsnan,22650004,Cordycepin,melanoma
True, patients higher serum calcium concentrations received pamidronate intravenously  mg respectively caused severe hypocalcemia nan,16006300,pamidronate,hypocalcemia
True,despite tachycardia sympathetic activation snp phentolamine lf variability rr msna bp increased snp decreased phentolamine snp rr  msna  systolic bp  diastolic bp  phentolamine rr  msna  systolic bp  diastolic bp  nan,11454557,SNP,tachycardia
True,rechallenge androgen produced symptoms obstructive sleep apnea abated upon withdrawal hormonenan,6732043,androgen,obstructive sleep apnea
False,pentoxifylline analogues may lower toxicity pentoxifylline may therefore useful future treatment diseases induced endotoxic substancesnan,9160101,pentoxifylline,toxicity
True,control study covariates patients receiving methadone increased risk death followup period adjusted hazard ratio hr  ci nan,25599329,methadone,death
False,hifalpha unfavorable determinant relapse gastric cancer patients underwent curative surgery followed adjuvant 5-fu chemotherapynan,20020496,5-FU,gastric cancer
False,effect calciumentry blocker nicardipine intrarenal hemodynamics essential hypertension nan,1986570,nicardipine,hypertension
True,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugsnan,6127992,verapamil,hypotension
True,spontaneous expulsion submucosal myomas might occur administration gnrh agonist hence may acceptable alternative symptomatic females without sexual exposurenanspontaneous expulsion submucosal myomas submucosal myomas,17197363,GnRH,submucosal myomas
False,detection mrd may predict outcome patients philadelphia chromosomepositive treated tyrosine kinase inhibitors plus chemotherapynan,23836561,tyrosine,Philadelphia
False,conducted phase iii randomized study two adjuvant treatment schedules doxorubicin cyclophosphamide  earlystage breast cancer determine administration sequential single agents results superior diseasefree survival dfs overall survival os versus total dose given combination acnan,17308269,C/cyclophosphamide,OS/overall survival
False,aim study assess effect tgfbeta oestrogen synthesis attempt understand mechanism tgfbeta may exert protective effect breast cancer nan,10823131,oestrogen,breast cancer
True,activated immune cells contribute development diabetes mellitus multiple lowdose streptozotocin treated micenan,10820150,streptozotocin,diabetes mellitus
True,group five hyperthermiarelated deaths presented urinary noradrenaline na concentrations elevated  ngml compared control group rapid violent deaths  ngmlnanhyperthermiarelated deaths urinary noradrenaline na concentrations rapid violent deaths ,2279717,noradrenaline,deaths
True,cognitive physical impairments confusion abnormal coordination occur transdermal fentanyl nan,14583070,fentanyl,confusion
True,therefore studied issue vitamin depleted ovariectomized ovx rats op model previously shown induce weakening femoral neck thus thought closer human condition classic ovx rat modelnan,17611855,vitamin D,weakening of the femoral neck
False,hemobiology vascular disease review potential gliclazide influence pathogenesis diabetic vascular diseasenan,7833498,gliclazide,vascular disease
False,expression bile acid receptors fxr vdr esophageal biopsies patients normal mucosa esophagitis barretts esophagus adenocarcinoma  per group cell lines derived barretts esophagus esophageal adenocarcinoma assessed real time qpcr immunohistochemistrynan,17054793,bile acid,Barrett's esophagus
True,systemic toxicity may occur following ingestion chromium(vi) salt chromium(vi) induced skin burns inhalation chromium(vi) occurring occupationallynan,10382555,chromium(VI),toxicity
True,clinically reversible venoocclusive disease liver developed yearold man acute lymphocytic leukemia months maintenance therapy 6-thioguanine nan,7053705,6-thioguanine,veno-occlusive disease of the liver
False,concentrations tumor necrosis factor alpha interleukin vascular endothelial growth factor lactic acid lactate dehydrogenase hmgb measured synovial fluid sf samples patients inflammatory arthropathy rheumatoid arthritis pseudogout patients noninflammatory arthropathy osteoarthritisnan,18759291,lactic acid/lactate,rheumatoid arthritis
False,review describes proinflammatory effects tfas diary diet various systemic disorders also discusses possible role tfas gut inflammationnan,24251700,TFAs,systemic disorders
True,seems important introduce safe methods ear piercing primary source nickel hypersensitivity spread information health hazard potential seemingly harmless sensitivity nickel nan,2406062,nickel,hypersensitivity
False,recently demonstrated leflunomide antitumor necrosis factor tnf agents effective psa psoriasisnanantitumor necrosis factor necrosis,12463452,leflunomide,necrosis
True,development pleural thickening related level pleural fluid glucose nan,16340225,glucose,pleural thickening
True,trans fatty acids diets act precipitating factor gut inflammation nan,24251700,Trans fatty acids,inflammation
False,metformin one commonly prescribed antihyperglycemic agents treatment type diabetes nan,21884027,Metformin,diabetes
False,results suggested upregulation ccbl cblb involved regulation atra bufalininduced hl cell adhesion rather cell differentiation might mediated lipid raft localization ubiquitin ligase activity cterminal structure cbl proteinsnan,18164258,ATRA,HL
False, patients active inflammation received prednisone mg kg weeks followed mg kg months azathioprine mg kg months addition conventional drug therapy heart failure nan,10077512,prednisone,heart failure
False,data indicate medically fit patients resected stage iiiiia nsclc offered adjuvant chemotherapy modern cisplatin based doubletnan,17612931,cisplatin,NSCLC
False,thalidomide recently shown considerable promise treatment number conditions leprosy cancernan,12803319,Thalidomide,leprosy
True,concentrations generally times higher peak plasma values measured oral intake egb recommended doses  mg paf weak platelet activator appear importance primary hemostasis results rise serious doubts paf antagonistic effect ginkgolides could responsible hemorrhage patients taking egb nan,15693702,ginkgolides,hemorrhage
True,animal experiments highdose exposure cd induced severe testicular interstitial hemorrhage edema increased incidence fetal death placental necrosisnan,16788562,Cd,hemorrhage
True,ocular toxicity systemic chemotherapy megadoses carmustine mitomycin nan,7944163,mitomycin,Ocular toxicity
False,determine predictors desipramine refractory depression authors examined outcome patients major depression admitted general hospital treated desipramine adjusted adequate blood levelnan,8294386,desipramine,desipramine-refractory depression
True,neurotoxicity infrequently reported toxicity capecitabine nan,16796795,capecitabine,Neurotoxicity
True,expression pancreatic islet mhc class insulin ica tyrosine phosphatase lowdose streptozotocin induced diabetes micenan,10820150,streptozotocin,diabetes
False,literature accessed medline international pharmaceutical abstracts november using terms melanoma metastatic melanoma ipilimumab vemurafenib dabrafenib trametinibnan,23548648,vemurafenib,melanoma
False,case polymyositis patient primary biliary cirrhosis treated d-penicillamine d-penicillamine seems used treat primary biliary cirrhosis,8268147,D-penicillamine,primary biliary cirrhosis
False,pubmed search using phrases gastrointestinal stromal tumor  imatinib ckitnan,24749828,imatinib,Gastrointestinal stromal tumor
True,present herein first case scle induced acebutolol nan,16015021,acebutolol,SCLE
True,speculate hiv-1-infected patients may risk chronic progressive granulomatous pneumonitis due silicone injection years procedure owing shifting levels cellmediated immunitynan,22288970,silicone,granulomatous pneumonitis
True,quinine ocular toxicity treatment blindness using therapy vasospasmnan,12002937,Quinine,ocular toxicity
True,recently several studies reported patients affected cutaneous diseases ie dermatitis eczema urticaria positive patch test nickel positive oral nickel challengenan,12915773,nickel,urticaria
True, patients developed hypertension starting treatment venlafaxine nan,17397100,venlafaxine,hypertension
True,case ocular toxicity vasospasm secondary quinine poisoning describednan,12002937,quinine,ocular toxicity
True,risk cataract among users intranasal corticosteroids nan,10808171,corticosteroids,cataract
True,clear studies others multiple pathways fatty acids palmitate lead betacell dysfunction death nan,19106615,fatty acids,death
False,data suggest naloxone reverses respiratory paralysis produced thiopental involves gaba actionnan,2893236,naloxone,respiratory paralysis
False,new role (-)-epicatechin enhancing induction growth inhibition apoptosis human lung cancer cells curcumin nan,20606042,curcumin,lung cancer
True,results indicate cb1093 potentiates responsiveness breast cancer cells tnfalpha suggest ceramide andor cpla might involved downstream effectors vitamin dmediated caspaseindependent cell deathnan,11165041,CB1093,breast cancer
True,article provides overview incidence characteristics management mtiassociated neurotoxicities known vinca alkaloids taxanes well newer agents vinflunine ixabepilonenan,18567992,vinflunine,neurotoxicities
False,azithromycin together monthly subgingival debridement treatment case severe chronic periodontitis poorly controlled diabetic complicated gingival overgrowth related medication calcium channel blockernan,20604763,Azithromycin,diabetic
True,comparison iv glycopyrrolate atropine prevention bradycardia arrhythmias following repeated doses suxamethonium childrensuxamethonium causes bradycardia sentence says two chemicals glycopyrrolate atropine used try prevent bradycardia,6466532,suxamethonium,bradycardia
False,rasagiline parkinson's disease nanprobably used tratment,21971007,Rasagiline,Parkinson's disease
False,data individuals purchase antihypertensive serum lipidreducing agents without diagnosis cardiovascular disease also linked purchase nitrate vasodilators cdnan,17987590,nitrate,cardiovascular disease
False,nevirapine efavirenz susceptibilities tested compared control wildtype virus rt nan,15851917,efavirenz,RT
True,furthermore reversible disruption anteriorposterior phase relationships alpha bandwidth identified correlate sevoflurane induced unconsciousness nan,25296108,sevoflurane,unconsciousness
True,mibg also used potential marker pulmonary endothelial cell function may related pulmonary hypertension nan,18471462,MIBG,pulmonary hypertension
True,trials also indicate increased frequencies meconium passage neonatal acidemia cesarean delivery fetal distress women receiving higher doses misoprostol nan,10454679,misoprostol,acidemia
True,ototoxicity occurred four  netilmicin piperacillin  tobramycin piperacillin treated patientspatients receiving piperacillin developed ototoxicity,3535719,piperacillin,Ototoxicity
False,since number reports highlighted effectiveness short course sulfamethoxazole trimethoprim adjuvant immunosuppressive drugs treatment wegeners granulomatosis nan,8417733,trimethoprim,Wegener's granulomatosis
True,based experimental studies substantial amounts ascorbic acid would need administered preferably parenterally soon exposure prevent systemic toxicity chromium(vi) humansnan,10382555,chromium(VI),toxicity
False,conclude administration metolazone furosemide enhances diuresis natriuresis chloruresis overcomes rapid development tolerance furosemide infants bronchopulmonary dysplasia blocking compensatory increase renal sodium chloride absorptionnandisease preexisting condition,1593359,sodium,bronchopulmonary dysplasia
True, monkeys developed acute myeloblastic leukemia receiving mgm adriamycin th monkey alive well months last dose drugnan,6769133,adriamycin,acute myeloblastic leukemia
True,sixty percent males developed breast changes impotence taking cimetidine cases changes disappeared cimetidine replaced ranitidinenanside effect,6150641,cimetidine,impotence
True,repeated topical exposure chromium(vi) may cause allergic contact dermatitis formation chrome ulcersnan,10382555,chromium(VI),dermatitis
True,clinical features acute chronic pcp poisoning classified systematically effects skin metabolism fever haematopoietic tissue respiratory system central peripheral nervous system kidney gastrointestinal tractnan,7904464,PCP,poisoning
True,average initial dose aza prescribed mg developed aza related toxicity nan,20953224,AZA,toxicity
False,specifically hypothesized ripc isoflurane anesthesia attenuates myocardial injury patients undergoing coronary artery bypass graft cabg surgery effects may different propofol anesthesianan,22103808,propofol,myocardial injury
True,combination lowdose aspirin therapy thienopyridine may exacerbate small bowel injury preventive strategies establishednan,21133822,thienopyridine,small bowel injury
False,aimed investigate use oral simvastatin mg individuals relapsingremitting multiple sclerosis nan,15145635,simvastatin,multiple sclerosis
False,ketanserin pretreatment reverses alfentanilinduced muscle rigidity nan,3115150,Ketanserin,muscle rigidity
True,one patients developed cardiac failure mg mmc mg doxorubicin nan,3137399,doxorubicin,cardiac failure
False,group patients undergoing fess chronic sinusitis polyp removal enrolled randomly assigned receive either oral clonidine midazolam preoperative premedicationnan,23943734,clonidine,sinusitis
True,second report fatal aplastic anemia topical treatment chloramphenicol ocular conditions although two cases reversible bone marrow hypoplasia also reportednan,7072798,chloramphenicol,aplastic anemia
False,find clinically achievable levels 5-aza-2'-deoxycytidine azadc potent inhibitor dna methylation modify chromatin restore ability tumor necrosis factor alpha tnfalpha induce monocytic differentiation acute myeloid leukemia cells nbnan,19117987,5-aza-2'-deoxycytidine,acute myeloid leukemia
False,following comparison cases controls matched age  years cohabitation oncology unit risk factors colonisation vre included duration neutropenia  ci antibiotic therapy  ci number antibiotic agents received  ci duration therapy amikacin  ci ceftazidime  ci  teicoplanin  ci nan,9461358,amikacin,neutropenia
True, days use loratadine yielded mean increase points keratitisnan,15562885,loratadine,keratitis
False,longterm treatment highdoses clomipramine fluvoxamine fluoxetine tend correct neuropeptide abnormalities nan,9829022,fluvoxamine,neuropeptide abnormalities
False,results suggested chronic pretreatment metformin may associated reduction noreflow phenomenon patients diabetes mellitus primary angioplasty aminan,21884027,metformin,diabetes mellitus
True,spite conflicting reports emerging evidence least two atypical antipsychotics clozapine olanzapine associated increased risk developing glucose dysregulation new onset diabetes mellitus nan,15107197,olanzapine,glucose dysregulation or new onset diabetes mellitus
True,determine current local practice aza dosing identify aza related toxicity compare local practice british society rheumatology bsr recommendationsnan,20953224,AZA,toxicity
False,original studies clinical efficacy d-penicillamine trientine tetrathiomolybdate zinc monotherapy initial treatment wilson disease includednan,19210288,D-penicillamine,Wilson disease
True,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan,21323396,asenapine,extrapyramidal symptoms/EPS
True,although possible association steroid therapy peptic ulcer disease well known need ulcer prophylaxis therapy infants unanimously acceptednan,2051278,steroid,ulcer disease/ulcer
False,trials copd subjects administered nebulized arformoterol demonstrated significant sustained improvement lung function weeksnan,18259972,arformoterol,COPD
True,nephrotoxicity point view dental amalgam unsuitable filling material may give rise hg toxicity nan,12018634,Hg,toxicity
True,although pcp classified human carcinogen epidemiological observations suggest exposure chlorophenols general pcp solutions particular may result increased risk certain malignant disorders nasal carcinoma soft tissue sarcomanan,7904464,PCP,nasal carcinoma
True,tacrine administered licl pretreated rats induces electrocorticographic seizures delayed hippocampal damagenan,19944736,Tacrine,seizures
True,effect calcium chloride injected cerebral ventricles grouphoused unanaesthetized cats upon vocalization rage hissing snarling fighting attack paws claws defense paws claws biting mydriasis tremor clonictonic convulsions produced carbachol eserine injected similarly investigatednan,6892185,calcium chloride,clonic-tonic convulsions
False,copd patients underwent lm oxygen nac  mgday placebo starting oxygen administrationnan,16298736,oxygen,COPD
True,six patients died uncontrolled gv bleeding four alcohol groupnan,12003381,alcohol,bleeding
False,ongoing pregnancy rate ovulation induction laparoscopic electrocautery followed clomiphene citrate recombinant follicle stimulating hormone anovulation persisted recombinant follicle stimulating hormone seems equivalent ovulation induction recombinant follicle stimulating hormone former procedure carries lower risk multiple pregnancy nan,14739186,clomiphene citrate,multiple pregnancy
False,conclusion myocet improves therapeutic index doxorubicin significantly reducing cardiotoxicity grade neutropenia provides comparable antitumor efficacy used combination cyclophosphamide firstline therapy mbcnanused treatment,11230490,cyclophosphamide,cardiotoxicity
False,effects three nonmyelotoxic cancer drugs growth neuroblastoma cells investigated vitro vivo dihydroxyphenylalanine ldopa drug selective toxicity melanoma cells dlbuthionine sulphoximine bso drug radiosensitizing effects tamoxifen drug used treatment human mammary carcinomanan,1653780,tamoxifen,toxicity
True,nucleoside reverse transcriptase inhibitors human immunodeficiency virus proteins cause axonal injury human dorsal root ganglia culturesnan,17505984,Nucleoside,axonal injury
False,tumor sensitivities measured ic drug concentration producing growth inhibition varied largely drugs ranging larger  ngml fu larger  ngml mmc ngml  ngml adm ngml  ngml cddp nan,11329936,CDDP,Tumor
True,study showed spinal neostigmine microg added hyperbaric bupivacaine fentanyl provided significantly longer surgical analgesia insignificant adverse effects male adults lower abdominal surgery spinal anaesthesianan,23185923,bupivacaine,analgesia
True,determining patient preferences improved chemotoxicity treatment advanced bladder cancer conventional treatment advanced bladder cancer methotrexate vinblastine doxorubicin plus cisplatin mvac median survival year significant toxicity nan,15842461,cisplatin,toxicity
False,light chain proteinuria cellular mediated immunity rifampin treated patients tuberculosis rifampin given patients tuberculosis sentence say rifampin caused tuberculosis,804391,rifampin,tuberculosis
True,death worst outcome gi complications low dose asa users data aspect scarcenan,22542152,ASA,GI complications
False,aim study test fluticasone propionate fp efficacy treatment patients bronchial asthma ba controlled high doses mg inhaled corticosteroids nan,10660975,corticosteroids,bronchial asthma/BA
True,children diphenhydramine hydroxyzine effective hreceptor antagonists medications cause cns dysfunction evidenced increased latency measure cognitive function increased subjective somnolencenan,8792380,hydroxyzine,CNS dysfunction
True,objective study assess diagnostic accuracy pcle amiodarone related pneumonia amripnan,23018901,amiodarone,pneumonia
True,baseline fev lower lung function treatment clinical factors indicating poor prognosis aspirin exacerbated respiratory diseasenan,24624912,aspirin,lower lung function
False,immunomodulatory agents imids thalidomide lenalidomide changed landscape treatment patients mm newer imids pomalidomide showing promise early clinical trialsnan,23265189,pomalidomide,MM
False,compared oral opioids advantages transdermal fentanyl include lower incidence impact adverse effects constipation nausea vomiting daytime drowsiness higher degree patient satisfaction improved quality life improved convenience compliance resulting administration every hours decreased use rescue medicationnan,14583070,fentanyl,nausea
